0.13579 0.52254 0.19761 -3.141018591894302 -0.001976805177294601 -0.7925891452610327
0.13579 0.52254 0.19761 -3.141018591894302 -0.001976805177294601 -0.7925891452610327
0.14659 0.49217 0.19583 -3.137837881672381 -0.019366797808654034 -0.7855619969054172
0.15829 0.46324 0.19570 -3.131799166646689 -0.03382954652531221 -0.7838353125193342
0.16908 0.43619 0.19694 -3.1238870019377996 -0.04499454530900246 -0.7837719575143239
0.17876 0.41101 0.19915 -3.114715127280786 -0.05354011544336677 -0.7847133900478293
0.18735 0.38762 0.20201 -3.104760732360666 -0.06011061676994879 -0.7863710477870741
0.19494 0.36591 0.20527 -3.0944063489764417 -0.06523514836753022 -0.7885343268120427
0.20163 0.34576 0.20873 -3.0839600841841426 -0.0693378967079845 -0.7910285179154158
0.20752 0.32705 0.21225 -3.073669977922098 -0.07275559002739584 -0.7937055826794213
0.21271 0.30966 0.21573 -3.0637350299049553 -0.07575316136394515 -0.7964423971614
0.21732 0.29347 0.21910 -3.054313911948968 -0.07853643034308816 -0.7991423023824373
0.22143 0.27836 0.22231 -3.045531973004865 -0.08126174264125852 -0.8017374700222416
0.22512 0.26422 0.22531 -3.0374869119690726 -0.08404307746956241 -0.8041894009864554
0.22849 0.25093 0.22810 -3.0302533362706994 -0.08695756768028945 -0.8064856392538654
0.23158 0.23838 0.23066 -3.0238863571916106 -0.09005043578806242 -0.8086327190100976
0.23447 0.22647 0.23299 -3.0184243605549335 -0.09333997412145555 -0.8106473287715864
0.23718 0.21512 0.23509 -3.013891102259361 -0.09682263308645911 -0.8125483392083599
0.23975 0.20423 0.23697 -3.010297288870343 -0.10047792644001904 -0.8143514494135564
0.24220 0.19373 0.23863 -3.007641798391432 -0.10427283030065013 -0.8160667290750341
0.24455 0.18356 0.24008 -3.0059126854253786 -0.1081655256115727 -0.817698329377782
0.24679 0.17367 0.24134 -3.005088077278092 -0.11210849573021854 -0.8192453952198443
0.24893 0.16401 0.24240 -3.0051370405641205 -0.11605107820642253 -0.8207034381742994
0.25096 0.15453 0.24329 -3.0060204627477014 -0.11994157538565213 -0.8220657409205155
0.25288 0.14521 0.24401 -3.0076919758077736 -0.12372901181256364 -0.8233245986291542
0.25469 0.13603 0.24457 -3.0100989310625184 -0.12736459624558452 -0.8244723320260968
0.25636 0.12696 0.24498 -3.013183422794409 -0.13080292541713173 -0.8255020662026181
0.25789 0.11798 0.24526 -3.0168833548254694 -0.13400295291463468 -0.826408295065645
0.25927 0.10910 0.24541 -3.0211333446108046 -0.13692836265029795 -0.8271890366064898
0.26049 0.10030 0.24545 -3.0258663555445597 -0.13954908423864826 -0.8278412568504967
0.26154 0.09158 0.24538 -3.031014593823025 -0.1418416471248973 -0.8283652358757961
0.26242 0.08294 0.24522 -3.0365095353000227 -0.14378636277336346 -0.8287617522518725
0.26312 0.07439 0.24497 -3.0422849939213665 -0.14537253447343315 -0.8290363389768549
0.26364 0.06592 0.24465 -3.0482755308081364 -0.14659249859219506 -0.8291931802958751
0.26396 0.05755 0.24426 -3.0544197239628565 -0.14744641684820017 -0.8292394470423812
0.26410 0.04929 0.24381 -3.060659202042801 -0.14793874679252697 -0.829183218856559
0.26405 0.04114 0.24332 -3.0669400257715203 -0.1480791078584877 -0.8290346741114508
0.26381 0.03310 0.24278 -3.073211562899485 -0.14787923066389888 -0.8288014848079975
0.26339 0.02520 0.24221 -3.079429584687479 -0.1473563945210284 -0.8284931600229674
0.26279 0.01743 0.24162 -3.08555421033339 -0.14652981324594327 -0.828119058320205
0.26202 0.00981 0.24101 -3.09155060426243 -0.14542081070757412 -0.827688273369847
0.26109 0.00235 0.24038 -3.0973889147569404 -0.1440522134119927 -0.8272094647039574
0.26000 -0.00496 0.23975 -3.1030441184888375 -0.14244778064314162 -0.8266907354832914
0.25876 -0.01211 0.23912 -3.108495789060486 -0.1406316869289298 -0.8261395481400494
0.25738 -0.01908 0.23849 -3.113727804537812 -0.13862806205279485 -0.8255626731622097
0.25587 -0.02588 0.23787 -3.1187280134581448 -0.13646059468921565 -0.824966168112185
0.25424 -0.03250 0.23726 -3.1234878703738818 -0.13415219996174904 -0.8243553798981798
0.25250 -0.03894 0.23666 -3.1280020572169187 -0.13172475044240403 -0.8237349662452143
0.25066 -0.04520 0.23608 -3.1322681014247915 -0.12919886731831362 -0.8231089314212283
0.24873 -0.05127 0.23551 -3.136285999908105 -0.12659376747708018 -0.8224806709917986
0.24672 -0.05716 0.23497 -3.1400578577383267 -0.1239271615682091 -0.8218530228357874
0.24464 -0.06287 0.23445 3.139597759824021 -0.12121519628238485 -0.8212283208983184
0.24250 -0.06839 0.23396 3.1363049156363267 -0.11847243560348687 -0.8206084487737129
0.24030 -0.07374 0.23349 3.1332424333514655 -0.11571187453524857 -0.8199948917767949
0.23806 -0.07891 0.23304 3.1304029286632447 -0.11294497937689386 -0.8193887866001355
0.23578 -0.08390 0.23263 3.127778348710532 -0.11018174937985774 -0.8187909664856776
0.23347 -0.08872 0.23224 3.1253601741079087 -0.10743079457447194 -0.8182020029953445
0.23114 -0.09337 0.23187 3.1231395944810965 -0.10469942544745948 -0.8176222427763878
0.22880 -0.09785 0.23154 3.1211076567792433 -0.10199375070051533 -0.8170518407168078
0.22645 -0.10218 0.23123 3.119255390239228 -0.09931877959784267 -0.8164907885757731
0.22409 -0.10634 0.23094 3.117573908178764 -0.09667852620184132 -0.8159389403510646
0.22173 -0.11036 0.23069 3.116054490460406 -0.09407611342586532 -0.8153960338874214
0.21938 -0.11422 0.23046 3.1146886474691295 -0.09151387455850493 -0.8148617100401484
0.21705 -0.11794 0.23025 3.1134681684134495 -0.08899345143352254 -0.8143355291011664
0.21472 -0.12152 0.23007 3.112385156197619 -0.08651588778085934 -0.8138169850781997
0.21242 -0.12497 0.22991 3.111432050243918 -0.08408171702361131 -0.8133055181864451
0.21014 -0.12828 0.22978 3.1106019766560107 -0.08169080984335098 -0.8128021305233233
0.20788 -0.13147 0.22967 3.10988770568839 -0.07934316141167136 -0.8123043785428412
0.20566 -0.13453 0.22958 3.1092827335206126 -0.07703823912423557 -0.8118116176571073
0.20346 -0.13748 0.22951 3.108780900262459 -0.07477528753907269 -0.8113231909327603
0.20130 -0.14031 0.22946 3.108376376506061 -0.07255338464727674 -0.8108384322690433
0.19917 -0.14303 0.22943 3.108063648246905 -0.0703714913382049 -0.8103566733087557
0.19708 -0.14564 0.22942 3.1078374988861017 -0.0682284946260463 -0.8098772504633208
0.19502 -0.14815 0.22943 3.107692990096105 -0.06612324535120602 -0.8093995112126715
0.19300 -0.15057 0.22946 3.1076254415995477 -0.06405459009764047 -0.80892282026577
0.19103 -0.15289 0.22950 3.107630794653318 -0.06202114906946098 -0.8084482412541757
0.18909 -0.15511 0.22956 3.107704400468562 -0.060022098524054684 -0.8079732726071696
0.18720 -0.15725 0.22964 3.1078422352684263 -0.05805641703672911 -0.8074973835587088
0.18534 -0.15931 0.22973 3.108040455500119 -0.05612315972455847 -0.8070200834626424
0.18353 -0.16128 0.22983 3.1082953792190184 -0.054221469169135755 -0.8065409219443824
0.18176 -0.16317 0.22995 3.108603470405162 -0.052350582519819444 -0.8060594927347873
0.18004 -0.16499 0.23009 3.108961777901042 -0.050509547180481916 -0.8055772931315577
0.17835 -0.16674 0.23023 3.1093665138979145 -0.0486981042167385 -0.8050918777700656
0.17671 -0.16842 0.23039 3.109814502976882 -0.04691579082550158 -0.8046030173976942
0.17511 -0.17003 0.23056 3.110302667845897 -0.04516224087001308 -0.8041105399056574
0.17355 -0.17158 0.23074 3.110828020277853 -0.04343718158140697 -0.8036143269455737
0.17204 -0.17306 0.23094 3.1113876544381034 -0.0417404280882718 -0.8031143149808841
0.17056 -0.17449 0.23114 3.1119787417553644 -0.04007187690791093 -0.8026104956768343
0.16913 -0.17586 0.23136 3.1125990367249496 -0.038431176460210666 -0.8021048372131547
0.16773 -0.17717 0.23158 3.1132452895635363 -0.036818707004776324 -0.8015952132765545
0.16638 -0.17844 0.23182 3.1139148888019 -0.03523456368380237 -0.8010818083819908
0.16507 -0.17965 0.23207 3.1146052920100646 -0.03367889006313898 -0.8005648594174456
0.16379 -0.18082 0.23232 3.1153140248341127 -0.03215187012422697 -0.8000446492563171
0.16255 -0.18193 0.23259 3.116038681824032 -0.03065371970680448 -0.7995215043407649
0.16135 -0.18301 0.23286 3.1167775291530657 -0.029184293922941418 -0.7989978985724953
0.16018 -0.18404 0.23315 3.117527635757749 -0.02774426013917473 -0.798471788168111
0.15905 -0.18504 0.23344 3.118286817069278 -0.026333880963531505 -0.797943647978189
0.15796 -0.18601 0.23376 3.119032906134663 -0.025001917588871093 -0.7974318347007768
0.15691 -0.18700 0.23411 3.1197496270514 -0.023780139404513193 -0.7969496823550977
0.15590 -0.18798 0.23448 3.1204382896224274 -0.022657529866222954 -0.7964950416262151
0.15493 -0.18896 0.23488 3.1211001888842356 -0.021624224362942382 -0.7960658974557393
0.15399 -0.18994 0.23530 3.1217372909398664 -0.02067092777740266 -0.7956626167001877
0.15308 -0.19092 0.23574 3.122350058074338 -0.01979023798404115 -0.7952809233688113
0.15221 -0.19188 0.23620 3.122939692951211 -0.018975054927434995 -0.7949192821044574
0.15136 -0.19284 0.23668 3.1235073484762794 -0.018219016167331313 -0.7945762831064449
0.15055 -0.19378 0.23717 3.12405412200335 -0.017516420834218 -0.7942506284309105
0.14976 -0.19472 0.23768 3.1245810529603406 -0.016862160383285363 -0.7939411233724888
0.14899 -0.19564 0.23820 3.1250891219213592 -0.016251656614685046 -0.7936466685042044
0.14825 -0.19654 0.23874 3.125579250875584 -0.0156808059344982 -0.7933662521663399
0.14753 -0.19743 0.23929 3.126052304372936 -0.015145929544355242 -0.7930989435624094
0.14683 -0.19831 0.23984 3.12650781445315 -0.014641579386684768 -0.7928462201690153
0.14616 -0.19917 0.24041 3.1269480041803543 -0.014167222202407294 -0.7926046119278329
0.14550 -0.20001 0.24099 3.1273754504969538 -0.013721658623435483 -0.7923734085343904
0.14487 -0.20083 0.24157 3.1277886312337655 -0.013300805999059721 -0.7921519992793447
0.14425 -0.20164 0.24217 3.128188168605556 -0.012902523096661848 -0.7919398006830799
0.14365 -0.20243 0.24277 3.1285746428395957 -0.012524886211731182 -0.7917362772632219
0.14307 -0.20319 0.24337 3.1289485942848665 -0.012166166727317605 -0.7915409347963972
0.14250 -0.20394 0.24399 3.129310526363792 -0.011824810632946601 -0.7913533169607877
0.14195 -0.20468 0.24461 3.129660908517086 -0.011499420033120208 -0.7911730021520882
